path,phase,file_size,sha256_before,sha256_after,unchanged
data/processed/phase13_school_premium_index.csv,13,180221,ab0e724b2dd0fcc15b2d6968bcd4685104d58ab3941faa72fab8aaa27f00291a,ab0e724b2dd0fcc15b2d6968bcd4685104d58ab3941faa72fab8aaa27f00291a,True
data/processed/phase145_result.json,14.5,409,0c5881738b0472151f7f86a630dccfc40535dda6aa7fed8db18fa8c9632c4faf,0c5881738b0472151f7f86a630dccfc40535dda6aa7fed8db18fa8c9632c4faf,True
data/processed/phase145_school_value_gap.csv,14.5,169074,1fe381c024def9f90ac50294ca17f75121e5a93ea49a399c30d012c12bf80e0a,1fe381c024def9f90ac50294ca17f75121e5a93ea49a399c30d012c12bf80e0a,True
data/processed/phase146_result.json,146,762,af0c75359f9bad2318a863aa29401d47cdf6a230290539d352441191b2e56387,af0c75359f9bad2318a863aa29401d47cdf6a230290539d352441191b2e56387,True
data/processed/phase146_school_value_gap_stability.csv,146,285783,98fb716bae2e45a0ca531ce794db199dca4c4d9d9cf619e984bddfccca64f9f7,98fb716bae2e45a0ca531ce794db199dca4c4d9d9cf619e984bddfccca64f9f7,True
data/processed/phase147_result.json,147,327,e34bc48f2845feedadc008cfec0e7330191ceb2eb3ee899fb17496cfd5776cd3,e34bc48f2845feedadc008cfec0e7330191ceb2eb3ee899fb17496cfd5776cd3,True
data/processed/phase148_result.json,148,182,22cba62e48b2716c434c6ff7b7c0aa77b2667003e77a4f2fbb7c3bc78554b2c6,22cba62e48b2716c434c6ff7b7c0aa77b2667003e77a4f2fbb7c3bc78554b2c6,True
data/processed/phase149_result.json,149,271,56249e4fc2b36e787100a4f961f7876d8718d4bf722012259b01786316be1c34,56249e4fc2b36e787100a4f961f7876d8718d4bf722012259b01786316be1c34,True
data/processed/phase149_school_value_master.csv,149,250306,abc4491dd155aeb54dc484934d7faffe5191f97fc84da83226838285522c78a9,abc4491dd155aeb54dc484934d7faffe5191f97fc84da83226838285522c78a9,True
data/processed/phase14_apartment_school_premium_value.csv,14,124645,fda97784d9c5365cf5ad648462118bd23b3729122788a1a0cf5a47521bd26fbf,fda97784d9c5365cf5ad648462118bd23b3729122788a1a0cf5a47521bd26fbf,True
data/processed/phase14_result.json,14,379,6f5b6114229fddca77d1b2ff0eefdb2a9f662e1487a81ab45dd5192210773179,6f5b6114229fddca77d1b2ff0eefdb2a9f662e1487a81ab45dd5192210773179,True
data/processed/phase14_transaction_predictions.parquet,14,3312372,a101d200067b33402762e4e549136b6a6fd4e82f58a66b40f6f0940306594773,a101d200067b33402762e4e549136b6a6fd4e82f58a66b40f6f0940306594773,True
data/processed/phase151_apartment_market_features.csv,15.1,285074,ef3fd5c1f15f6755a12ff187acfd294e78cd35b379f2ab05e9991f3bfbfebcdb,ef3fd5c1f15f6755a12ff187acfd294e78cd35b379f2ab05e9991f3bfbfebcdb,True
data/processed/phase151_local_market_mapping.csv,15.1,113485,c5647ae0a9c5e32c89f2f66165a75959e3a6d9d4ecfb1d9eb28c7bb1a3b697a1,c5647ae0a9c5e32c89f2f66165a75959e3a6d9d4ecfb1d9eb28c7bb1a3b697a1,True
data/processed/phase151_result.json,15.1,863,f7ea17e7292251dff342fe89f9546e3271acba8487210b1d4c06dcf1f7f27f22,f7ea17e7292251dff342fe89f9546e3271acba8487210b1d4c06dcf1f7f27f22,True
data/processed/phase152_local_fair_price.csv,15.2,226322,8926c619f268b751447c5950920b88fb819280d9c24a2a18909e4eab35d6865f,8926c619f268b751447c5950920b88fb819280d9c24a2a18909e4eab35d6865f,True
data/processed/phase152_result.json,15.2,1033,5c9580d73b2cd04f2ef945107e92888fc9597a805a27698a0aee5e794a85de86,5c9580d73b2cd04f2ef945107e92888fc9597a805a27698a0aee5e794a85de86,True
data/processed/phase152_transaction_residuals.parquet,15.2,4524731,7d6a3fa148cbaa54356728f71d3e745a019618d83acb48bc75c412f331f51532,7d6a3fa148cbaa54356728f71d3e745a019618d83acb48bc75c412f331f51532,True
data/processed/phase8_apartment_school_price_panel.parquet,8,18234867,620eaec27511c42df5e5a2c95ba7fc73f4545de1fe45e5e297dd6ea066ad3133,620eaec27511c42df5e5a2c95ba7fc73f4545de1fe45e5e297dd6ea066ad3133,True
data/processed/phase9_elementary_demand_features.parquet,9,114709,f2020fc2b9e4fce7c613ac61732cfa1a8ddee936de67f0b995f06440f7e6d60f,f2020fc2b9e4fce7c613ac61732cfa1a8ddee936de67f0b995f06440f7e6d60f,True
data/processed/phase9_elementary_demand_scores.parquet,9,154307,87bb5be716a8605c315f9fb319e6f95ef6f0f71f11c79eb79b775e442763c6b3,87bb5be716a8605c315f9fb319e6f95ef6f0f71f11c79eb79b775e442763c6b3,True
data/processed/phase9_elementary_student_longitudinal.parquet,9,107449,0a525e09b460e34995fc6c338d09c6d1077d0e30c7a6b1393092f9af41fa0e85,0a525e09b460e34995fc6c338d09c6d1077d0e30c7a6b1393092f9af41fa0e85,True
data/snapshots/phase11_input_hashes.json,11,1335,10eca7bbcc7065767162efb6ca595e75fb9b4e9f84e71cff8c81b742bf572cb3,10eca7bbcc7065767162efb6ca595e75fb9b4e9f84e71cff8c81b742bf572cb3,True
data/snapshots/phase12_input_hashes.json,12,1700,e1ca22d3cda0abf02ea1addaf6b3698a7de7107ccb263b9ce092308fdd1aa995,e1ca22d3cda0abf02ea1addaf6b3698a7de7107ccb263b9ce092308fdd1aa995,True
data/snapshots/phase135_school_premium_freeze.json,13.5,251,ee11172d67e4c209a5f06e5d62d849c25d803c373390fdf7ea13b6b381d98115,ee11172d67e4c209a5f06e5d62d849c25d803c373390fdf7ea13b6b381d98115,True
data/snapshots/phase149_school_value_final_freeze.json,149,1202,e17c30b802db202906583d23d2593dd3ede5a2b40f1bdab2b728dfd5e6958cba,e17c30b802db202906583d23d2593dd3ede5a2b40f1bdab2b728dfd5e6958cba,True
data/snapshots/phase8_baseline_benchmark.json,8,833,1d0f4a0a321936087ffeea5a8580f1944dd2a57cb4bd5619ac0bbd13db54092d,1d0f4a0a321936087ffeea5a8580f1944dd2a57cb4bd5619ac0bbd13db54092d,True
data/snapshots/school_scores_2026_phase7_final.metadata.json,7,496,50e28dc5414aed4f179b52e77821d1c27cea7aba9ecb36e0f467ef22f4e7587f,50e28dc5414aed4f179b52e77821d1c27cea7aba9ecb36e0f467ef22f4e7587f,True
data/snapshots/school_scores_2026_phase7_final.parquet,7,302585,9a36ac09974d641c4e17a67b575a0ff5c77517feaed396d373fa0d8c2ef5890b,9a36ac09974d641c4e17a67b575a0ff5c77517feaed396d373fa0d8c2ef5890b,True
main.py,CORE,11230,1ed5e367b70b6878a249796df65df09c0d5a2f81a3c080ce36a976f1f143c035,1ed5e367b70b6878a249796df65df09c0d5a2f81a3c080ce36a976f1f143c035,True
reports/figures/phase125_e_vs_em_prediction_error.html,12.5,8223,a30aa0aec62702d0381993664ba62ac84a8eafd6c81208fb4b4078736fd16b98,a30aa0aec62702d0381993664ba62ac84a8eafd6c81208fb4b4078736fd16b98,True
reports/figures/phase125_guaranteed_residual_premium.html,12.5,8298,f1c0913568b3e138f039e3825a6026f771d2a0b7c052c9cc7e379a4dc30e06a1,f1c0913568b3e138f039e3825a6026f771d2a0b7c052c9cc7e379a4dc30e06a1,True
reports/figures/phase12_e_percentile_residual.html,12,8383,6fb6b8dc17beafa00bf1faafe8b8a3093f6ed4a6ba360fb331359dd71c47541c,6fb6b8dc17beafa00bf1faafe8b8a3093f6ed4a6ba360fb331359dd71c47541c,True
reports/figures/phase12_e_vs_m_prediction_error.html,12,8220,6cc43d5c4a6d061fc50dd3df425fa288c08f11b5a60432efc94c7bcb78557eef,6cc43d5c4a6d061fc50dd3df425fa288c08f11b5a60432efc94c7bcb78557eef,True
reports/figures/phase12_elementary_vs_residual.html,12,19985,fd1acdbe6a707bbb7147022b13b32ca4fe640d645079c47e44b2a31282270952,fd1acdbe6a707bbb7147022b13b32ca4fe640d645079c47e44b2a31282270952,True
reports/figures/phase12_phase7_vs_residual.html,12,19935,7a9f1a0e88c43b169e4e35369649b7743c7ccae2ba11970a6b7a6dbaff982b41,7a9f1a0e88c43b169e4e35369649b7743c7ccae2ba11970a6b7a6dbaff982b41,True
reports/figures/phase12_temporal_coefficient.html,12,8329,d38211e15dab76fdd60f6118069704703f47a23546c1c7d013ddfff96057495b,d38211e15dab76fdd60f6118069704703f47a23546c1c7d013ddfff96057495b,True
reports/figures/phase135_core_vs_residual.html,13.5,20428,e5c1667b3f6091ed1b1de2bfab99786c0e118e28cd0c1a68850e1447e976e471,e5c1667b3f6091ed1b1de2bfab99786c0e118e28cd0c1a68850e1447e976e471,True
reports/figures/phase135_score_decile_residual.html,13.5,8355,90e7dfe36cc74927ca738101bffe5d3d636de515962c7124c4f80ecfe808f418,90e7dfe36cc74927ca738101bffe5d3d636de515962c7124c4f80ecfe808f418,True
reports/figures/phase135_volume_score_price.html,13.5,21310,ffc19aeba58fef5da2d385dc839917dec52963b43085e582e40a610e9c91afa5,ffc19aeba58fef5da2d385dc839917dec52963b43085e582e40a610e9c91afa5,True
reports/figures/phase145_confidence_gap.html,14.5,18713,dff9ad18b95d60488292cf983b473e955e6c576257794d93e0f0e7e13b674109,dff9ad18b95d60488292cf983b473e955e6c576257794d93e0f0e7e13b674109,True
reports/figures/phase145_gap_histogram.html,14.5,15363,8362227e01ff5e9b526efbb9343b089c3bfb69efda94ec1af6e7a698f8868507,8362227e01ff5e9b526efbb9343b089c3bfb69efda94ec1af6e7a698f8868507,True
reports/figures/phase145_gap_vs_score.html,14.5,21830,e49e1dd00501b3b7df3bbe37202fac8a64959e53b9a35f9934693626dd040417,e49e1dd00501b3b7df3bbe37202fac8a64959e53b9a35f9934693626dd040417,True
reports/figures/phase145_observed_vs_expected.html,14.5,20203,ca1b766ad26097e426c61ca6ac441a79a12c0e55360489e0172bfab79541421e,ca1b766ad26097e426c61ca6ac441a79a12c0e55360489e0172bfab79541421e,True
reports/figures/phase145_top30_gap.html,14.5,10121,1d54b4d68a2f263cb7ff2934832253d363627492fafa69a9bc059eeaa8514ae3,1d54b4d68a2f263cb7ff2934832253d363627492fafa69a9bc059eeaa8514ae3,True
reports/figures/phase146_bootstrap_ci_width.html,146,14543,22cc4229a967c212f4cbe812270594d3382bd3ff9daa6d6f05c941a3426bb179,22cc4229a967c212f4cbe812270594d3382bd3ff9daa6d6f05c941a3426bb179,True
reports/figures/phase146_bootstrap_probability.html,146,15302,ef213498c442a134ea7e60c7197790404680dc061679f2fbc4c28f70584c0ec3,ef213498c442a134ea7e60c7197790404680dc061679f2fbc4c28f70584c0ec3,True
reports/figures/phase146_gap_12m_vs_24m.html,146,22384,1a488cdcceffe39dfa1c2d2ffb9acdf99b9d2a13920573b450f4079ce56f3865,1a488cdcceffe39dfa1c2d2ffb9acdf99b9d2a13920573b450f4079ce56f3865,True
reports/figures/phase146_gap_6m_vs_12m.html,146,22413,abc6a252633328305c13e6465f6418c0335018f9a3cdef822863fc456d1a6c38,abc6a252633328305c13e6465f6418c0335018f9a3cdef822863fc456d1a6c38,True
reports/figures/phase146_residual_vs_comparable.html,146,23687,1c17604af12767e3af13d6c633a0d6aec93ed963a39201bd21fab6173924788f,1c17604af12767e3af13d6c633a0d6aec93ed963a39201bd21fab6173924788f,True
reports/figures/phase146_temporal_categories.html,146,17496,050fc0b7928daea668c7efbc42a6c5a370d5f855f0dca86d7f405b91781836aa,050fc0b7928daea668c7efbc42a6c5a370d5f855f0dca86d7f405b91781836aa,True
reports/figures/phase147_effect_sensitivity.html,147,8395,4a16a45588c9545f5f30656c553f6de8ceb5e044bbb6d540f7b5fcba56a55524,4a16a45588c9545f5f30656c553f6de8ceb5e044bbb6d540f7b5fcba56a55524,True
reports/figures/phase147_lodo_rmse.html,147,9682,7bdcbee5a2594742e2bbbd00db7ce0fdb2d713c756ce50b37bbf724a53ee79ed,7bdcbee5a2594742e2bbbd00db7ce0fdb2d713c756ce50b37bbf724a53ee79ed,True
reports/figures/phase147_lodo_spearman.html,147,10511,961edb26a9f2a5c0bc1d66c10828a3a7c7aab7ac1a075640be06cf610262eb98,961edb26a9f2a5c0bc1d66c10828a3a7c7aab7ac1a075640be06cf610262eb98,True
reports/figures/phase147_sanity_severity.html,147,12278,88a6e6d3960f3b743106a9b039bce0e4e18990a6171947dd8b4e28c5a73951ad,88a6e6d3960f3b743106a9b039bce0e4e18990a6171947dd8b4e28c5a73951ad,True
reports/figures/phase148_tier1_candidates.html,148,9848,a58ea275e55cba9f43aa241ee701370b28e0f12ecd5edd7f077e8b3dce3f0aca,a58ea275e55cba9f43aa241ee701370b28e0f12ecd5edd7f077e8b3dce3f0aca,True
reports/figures/phase148_tier_distribution.html,148,8380,a448f47a83ac6629564ebf29fa8ad6939e5159118ebc824fccf7f759e9135d5f,a448f47a83ac6629564ebf29fa8ad6939e5159118ebc824fccf7f759e9135d5f,True
reports/figures/phase14_linear_vs_spline.html,14,15911,1d0a317ab394ba3c2c07098792fec44e6cffcead45689b372ec2dc1ea2aa340a,1d0a317ab394ba3c2c07098792fec44e6cffcead45689b372ec2dc1ea2aa340a,True
reports/figures/phase14_school_premium_curve.html,14,10510,2c039482277f753327786f8463e89c055c0cef3c11bedc23fd6d526980988067,2c039482277f753327786f8463e89c055c0cef3c11bedc23fd6d526980988067,True
reports/figures/phase151_algorithm_cluster_map.html,15.1,19934,ed4d310c7ef63c9f466597a5cd1c3d64fb166f25bfc3b299defbfaba5339ca5c,ed4d310c7ef63c9f466597a5cd1c3d64fb166f25bfc3b299defbfaba5339ca5c,True
reports/figures/phase151_bootstrap_stability.html,15.1,15087,d9e529a907926666c182f079b7ac69f71d12d13f0b012ca7cdb7db0c510c6c00,d9e529a907926666c182f079b7ac69f71d12d13f0b012ca7cdb7db0c510c6c00,True
reports/figures/phase151_dispersion_comparison.html,15.1,8339,0c683d0f13d5e2b098c790c5550c81aa349618af1c3f64389777cae93e6eb5f4,0c683d0f13d5e2b098c790c5550c81aa349618af1c3f64389777cae93e6eb5f4,True
reports/figures/phase151_dong_market_heatmap.html,15.1,13822,49fe54654a507b5238a9dd7a9690222f119019700c8078e015cbd549eba2b7f9,49fe54654a507b5238a9dd7a9690222f119019700c8078e015cbd549eba2b7f9,True
reports/figures/phase151_final_market_map.html,15.1,54079,554f5004d6bffeca8097e10db06d4f82e6398f8a4e7bb65f6da3f0af444e1deb,554f5004d6bffeca8097e10db06d4f82e6398f8a4e7bb65f6da3f0af444e1deb,True
reports/figures/phase151_k_davies_bouldin.html,15.1,8365,6b021536fa1a84d1e130283e4a23b839943ee93cc8957153bdf0611436669fc5,6b021536fa1a84d1e130283e4a23b839943ee93cc8957153bdf0611436669fc5,True
reports/figures/phase151_k_silhouette.html,15.1,8348,633f41d3877b3308dd9e555950f15b9f73f12dbe44a7b881155f15f687a2e020,633f41d3877b3308dd9e555950f15b9f73f12dbe44a7b881155f15f687a2e020,True
reports/figures/phase151_legal_dong_map.html,15.1,57468,93f88787c4e33ebe687b9bb2f88b57f216b7ec970e4ddb0462bbcd2845dcc3b4,93f88787c4e33ebe687b9bb2f88b57f216b7ec970e4ddb0462bbcd2845dcc3b4,True
reports/figures/phase151_legal_vs_local_variance.html,15.1,8277,7d61790ffc654e39fccd5612fbc4f53493d0f088fd60cf4359591afb2184b898,7d61790ffc654e39fccd5612fbc4f53493d0f088fd60cf4359591afb2184b898,True
reports/figures/phase151_local_market_map.html,15.1,82782,9b21c54fa5c1232c70cce2c0102ef10816a15b3df4aae0195b852fbfae5f8cae,9b21c54fa5c1232c70cce2c0102ef10816a15b3df4aae0195b852fbfae5f8cae,True
reports/figures/phase151_market_age.html,15.1,12827,c4ac5692b4786716b2ec4b30632cf85e7545da00f9747b12194b7502bbea87aa,c4ac5692b4786716b2ec4b30632cf85e7545da00f9747b12194b7502bbea87aa,True
reports/figures/phase151_market_households.html,15.1,17451,7a7442bfe298b5696580b4039f019e8b58533f3834b677068cbc4874f5af74a0,7a7442bfe298b5696580b4039f019e8b58533f3834b677068cbc4874f5af74a0,True
reports/figures/phase151_market_median_price.html,15.1,10810,8b23243531d181cbe5e230aa8901a1df59422176830f18e87b8f351af6f14eda,8b23243531d181cbe5e230aa8901a1df59422176830f18e87b8f351af6f14eda,True
reports/figures/phase151_time_window_stability.html,15.1,8214,298b328ac2b30710e2a6377524c3f4ed6e04eb867253c7ef219b12ced4f9cc35,298b328ac2b30710e2a6377524c3f4ed6e04eb867253c7ef219b12ced4f9cc35,True
reports/figures/phase152_confidence.html,15.2,12345,7f88c7769c0bbfd1cdfb1270353dde296b5e954fb6352b67ddefb64f0af27a5b,7f88c7769c0bbfd1cdfb1270353dde296b5e954fb6352b67ddefb64f0af27a5b,True
reports/figures/phase152_dong_rmse.html,15.2,11592,29a6da5a37630dd416ab5f3a74e1ac4a37b0d0a0e76a0aded7a37ede82fc3e79,29a6da5a37630dd416ab5f3a74e1ac4a37b0d0a0e76a0aded7a37ede82fc3e79,True
reports/figures/phase152_fair_price.html,15.2,14480,d235935eb4cb8e5ca5643811c2250a657db3c143a1c101249e07e19a846fe133,d235935eb4cb8e5ca5643811c2250a657db3c143a1c101249e07e19a846fe133,True
reports/figures/phase152_fallback_error.html,15.2,9515,56607ccc3f15f58865286dc9554d8b259b749d57947cc4e194c8277008452ba0,56607ccc3f15f58865286dc9554d8b259b749d57947cc4e194c8277008452ba0,True
reports/figures/phase152_interval_width.html,15.2,14488,985592bcb4e0bbe5b724e597facd2e49bce39d2cd00c3704cf3a768263f63f25,985592bcb4e0bbe5b724e597facd2e49bce39d2cd00c3704cf3a768263f63f25,True
reports/figures/phase152_low_sample_fallback.html,15.2,8182,e9c5ceec542d8c29137c69482609624ed8f96b349cd6e9166fefd1cb1db25ade,e9c5ceec542d8c29137c69482609624ed8f96b349cd6e9166fefd1cb1db25ade,True
reports/figures/phase152_model_mae.html,15.2,8199,b712dc7e5cd00d1873ac528fb2f7dc52dcd8ce5fd7d39ab45df13402c1d886ab,b712dc7e5cd00d1873ac528fb2f7dc52dcd8ce5fd7d39ab45df13402c1d886ab,True
reports/figures/phase152_model_rmse.html,15.2,8183,31da8dc69171c3f43a72ec3b24cfb8a8a632ccd899b9d02a3951c366830400f6,31da8dc69171c3f43a72ec3b24cfb8a8a632ccd899b9d02a3951c366830400f6,True
reports/figures/phase152_observed_predicted.html,15.2,2996632,4f28d6853f51c36145b7192d4dd1feca1e596572d2128e96a78d0bac11ca5317,4f28d6853f51c36145b7192d4dd1feca1e596572d2128e96a78d0bac11ca5317,True
reports/figures/phase152_residual.html,15.2,1738522,0ec487d0025d6e29e2f880a78142adb0fe6c1276bf9f7ab6ace05f1c98bdeb98,0ec487d0025d6e29e2f880a78142adb0fe6c1276bf9f7ab6ace05f1c98bdeb98,True
reports/figures/phase152_sample_rmse.html,15.2,10448,b0c72f1024b58862b34b59f4971ccd6d3da69782dd9206ca9385503f0e167355,b0c72f1024b58862b34b59f4971ccd6d3da69782dd9206ca9385503f0e167355,True
reports/figures/phase152_school_comparison.html,15.2,8787,e39d5dbf94a725ec75fd9fdf269c994ca90c39ed6bc927779a92a3d99452b250,e39d5dbf94a725ec75fd9fdf269c994ca90c39ed6bc927779a92a3d99452b250,True
reports/phase10_centum_case_study.csv,10,504,8b890804650a18585d2e012639632a5bfd2fe60082c367ca1141e5149814ad5f,8b890804650a18585d2e012639632a5bfd2fe60082c367ca1141e5149814ad5f,True
reports/phase10_cluster_price_supplement.csv,10,439,046300f4a322583708769e97a170556af16b16fb73b0f99a069fa6e66f64d90a,046300f4a322583708769e97a170556af16b16fb73b0f99a069fa6e66f64d90a,True
reports/phase10_em_2d_pdp.csv,10,2494,824706105d4239fb42c1ae1b5082bc0d4269780e919c3c27ea28760f3445a369,824706105d4239fb42c1ae1b5082bc0d4269780e919c3c27ea28760f3445a369,True
reports/phase10_em_quintile_matrix.csv,10,2828,7694624d87fe3efe1f2ab7e6d9080bc5235756865eba7a7e811197aba8c1ac3c,7694624d87fe3efe1f2ab7e6d9080bc5235756865eba7a7e811197aba8c1ac3c,True
reports/phase10_fe_regression_results.csv,10,1352,6a3653564c4d52ca4fcdd160103058f21926469e019ef7eca5abb331126864f7,6a3653564c4d52ca4fcdd160103058f21926469e019ef7eca5abb331126864f7,True
reports/phase10_group_price_comparison.csv,10,783,ee606615ad579fb4228e966b5b44824e35d24959218fca0fc8b2e92fbf5865e8,ee606615ad579fb4228e966b5b44824e35d24959218fca0fc8b2e92fbf5865e8,True
reports/phase10_incremental_value_summary.csv,10,1264,2f919890bafa42a989b58f2eb3be85e9d31dba830a3191a7c6ebf6f18ebfb082,2f919890bafa42a989b58f2eb3be85e9d31dba830a3191a7c6ebf6f18ebfb082,True
reports/phase10_missing_school_impact.csv,10,1525,f9d00fad46789ee276f3b759a04a61685b831518694db64c3a1d66e841aa7a9b,f9d00fad46789ee276f3b759a04a61685b831518694db64c3a1d66e841aa7a9b,True
reports/phase10_ml_group_split_detail.csv,10,1807,1b5e610cf3da98d4d0f82962cc4d4b39756930531a73e45ab74c0edc1d5b86e7,1b5e610cf3da98d4d0f82962cc4d4b39756930531a73e45ab74c0edc1d5b86e7,True
reports/phase10_ml_model_comparison.csv,10,1346,25d32c3694c96d6f9e1fc2082d15790f46e025df99f8bd30a75b84a438b00190,25d32c3694c96d6f9e1fc2082d15790f46e025df99f8bd30a75b84a438b00190,True
reports/phase10_residual_correlations.csv,10,332,91fa62980f7910628f48c8acb10fbd1e7b6ed95828b672b80fa32cde01e164b3,91fa62980f7910628f48c8acb10fbd1e7b6ed95828b672b80fa32cde01e164b3,True
reports/phase10_same_dong_case_studies.csv,10,9149,e13d3e44ba11d497d174add7db23eda98f9a54c03d13912d0edb430e6eb8bdb6,e13d3e44ba11d497d174add7db23eda98f9a54c03d13912d0edb430e6eb8bdb6,True
reports/phase10_temporal_robustness.csv,10,1058,eee535b8a7729a67188370e777ba69bcc88725fe4cc548f5412a01f6b10e74bc,eee535b8a7729a67188370e777ba69bcc88725fe4cc548f5412a01f6b10e74bc,True
reports/phase10_validation.md,10,5062,fc1689999bb3fdcd99473ad08bc3ad210cc78573712d7e525871718b7bca10f5,fc1689999bb3fdcd99473ad08bc3ad210cc78573712d7e525871718b7bca10f5,True
reports/phase115_ambiguity_vs_phase7.html,11.5,8470,5b84c9be8a08a9d1eda1cf14143596aaaa53bb03cf4bfcbd3076a30db87e7730,5b84c9be8a08a9d1eda1cf14143596aaaa53bb03cf4bfcbd3076a30db87e7730,True
reports/phase115_assignment_ambiguity_vs_phase7.csv,11.5,1105,8c503fd091e0df261a71f3a6f1188e37dae2e3de5d213eea9be8921c50213139,8c503fd091e0df261a71f3a6f1188e37dae2e3de5d213eea9be8921c50213139,True
reports/phase115_confirmed_only_validation.csv,11.5,415,a6c45e53098ea4a70d01ad78804e27fb4f8ae4654803a3c34e5ee6c8fe1fc509,a6c45e53098ea4a70d01ad78804e27fb4f8ae4654803a3c34e5ee6c8fe1fc509,True
reports/phase115_district_sensitivity.csv,11.5,31170,b53585d9938d6d785e3e57eb16491ee33ee1366805534589a839f387ece1e2ba,b53585d9938d6d785e3e57eb16491ee33ee1366805534589a839f387ece1e2ba,True
reports/phase115_migration_analysis.csv,11.5,9796,ef14162c601a31496d355093ff02e4c16e7287b9f1d66a2044eddb33ba465fb4,ef14162c601a31496d355093ff02e4c16e7287b9f1d66a2044eddb33ba465fb4,True
reports/phase115_migration_correlations.csv,11.5,13406,65b55e2be158b36bdcd1eacb9e61b524f3ef46323e5fe67633e77a0b56f75028,65b55e2be158b36bdcd1eacb9e61b524f3ef46323e5fe67633e77a0b56f75028,True
reports/phase115_quality_vs_cohort.html,11.5,27415,1cf66dd0c018b62d04e411cb923db0a544726e40bb624801ebfc782cac3aeb08,1cf66dd0c018b62d04e411cb923db0a544726e40bb624801ebfc782cac3aeb08,True
reports/phase115_quality_vs_upper.html,11.5,27463,d27593fe04db29390115353725663ff043c66848e5124e6a2c8b897bfa0be410,d27593fe04db29390115353725663ff043c66848e5124e6a2c8b897bfa0be410,True
